Ticker,Name,Date,Open,High,Low,Close,Volume,OPENINT
526409,KALPENA     ,20121105,65.5,67.6,65.5,67.3,45,15
513509,KALYANI FORG,20121105,172.85,172.85,172.8,172.8,100,100
533302,KALYANI INV ,20121105,340,355,340,345.95,68,63
500235,KALYANI STEL,20121105,54,54.55,53.05,53.35,14403,7866
514322,KAMADGIRI   ,20121105,13.6,13.6,13.6,13.6,71,71
532468,KAMAHOLDING ,20121105,351.05,365,346.8,348.55,1071,953
511131,KAMAN HSG   ,20121105,36.45,36.5,35,36.2,1527,1200
526668,KAMAT HOTELS,20121105,129.5,129.5,129.5,129.5,125,125
532741,KAMDHENU    ,20121105,17.2,19.5,17.15,18.6,55104,34716
506184,KANANI IND  ,20121105,39.3,39.3,36.2,36.7,22257,22257
530165,KANCHAN INT.,20121105,38.1,38.1,34.55,34.55,901,901
590084,KANCO ENTER ,20121105,1.94,1.94,1.94,1.94,65,65
521242,KANDAGIRI SP,20121105,76,76,76,76,25,25
500236,KANEL OILEXP,20121105,2.3,2.3,2.3,2.3,500,500
532367,KANIKA INFO.,20121105,0.25,0.25,0.25,0.25,35000,35000
513456,KANISHK ST. ,20121105,8.3,8.49,8,8.49,951,950
506525,KANORIA CHEM,20121105,36.5,37.2,36.5,36.65,2155,1751
507779,KANPUR PLAST,20121105,38,39.5,37,37.8,2411,1715
500165,KANSAI NERO ,20121105,959,959,930,940.35,984,729
590053,KAR MOBILES ,20121105,134.6,137.8,134,134.7,1082,1032
533451,KARMA ENERG ,20121105,11.75,11.8,11.75,11.8,928,928
512585,KARMA ISP   ,20121105,3.41,3.41,3.35,3.35,18642,18642
532652,KARNATAKA BK,20121105,137,138.2,134,135.8,560458,95757
531363,KARUR KCP PK,20121105,27.1,27.1,26.25,26.3,2252,2110
590003,KARUR VY(PS ,20121105,469.7,472.25,459.3,464,7553,4456
531687,KARUTURI GLO,20121105,4.67,4.7,4.5,4.53,254111,140182
532925,KAUSHAL INFR,20121105,8.55,8.79,8.25,8.41,15655,5321
532899,KAVERI SEED ,20121105,1141,1153.9,1136.5,1140,3780,2738
590041,KAVERI TELE ,20121105,110.8,113.95,108.55,108.55,32373,27571
530255,KAY POW PAP ,20121105,5.79,5.79,5.35,5.35,240,120
504084,KAYCEE IND  ,20121105,3098,3098,3098,3098,1,1
526067,KCCLPLASTC  ,20121105,23.7,24.4,23.3,24.4,265781,230576
590066,KCP LTD     ,20121105,39.15,39.5,38.25,38.5,18908,12610
533192,KCP SUGAR IN,20121105,20.2,20.45,19.85,19.85,15793,14361
532054,KDDL LTD    ,20121105,117.7,117.75,117.7,117.75,200,100
532714,KEC INTERN  ,20121105,61.9,63,60.25,60.55,44560,22902
517569,KEI INDUST. ,20121105,17.55,19.2,17.55,18.05,263614,125197
506528,KELTECH EN. ,20121105,210,210,203,203.8,947,667
506530,KEMP & CO.  ,20121105,220.5,220.5,220.5,220.5,1,1
526015,KEMROCK IND.,20121105,72,73,71.05,72.65,16238,10330
530547,KEN FIN.SER.,20121105,55,55,55,55,9000,9000
505890,KENNAMETAL  ,20121105,967.9,967.9,946.15,953,793,708
530163,KERALA AYUR ,20121105,42.25,43.1,41.8,42,5896,4874
532686,KERNEX MICRO,20121105,62.3,65.5,62.3,64,26923,12097
507180,KESAR ENT.  ,20121105,43.35,43.35,40.3,40.85,1601,1100
533289,KESAR TERMI ,20121105,67.1,67.1,64.6,66.9,910,750
502937,KESORAM IND ,20121105,145.95,146.75,143.5,144.5,5703,4309
532732,KEWAL KIRAN ,20121105,700,708,695,700,205,202
507948,KEY CORP.LTD,20121105,4.65,4.65,4.65,4.65,100,100
532747,KFA         ,20121105,14.25,14.34,13.2,13.2,4484312,1934151
500239,KG DENIM    ,20121105,16.4,16.4,14.58,15.24,99863,83337
533790,KGN ENT     ,20121105,398,405,389.5,400.75,66529,37877
531612,KGN IND LTD ,20121105,17.25,17.25,16.75,16.8,140022,119987
507794,KHAITAN CHEM,20121105,13.52,13.85,13.52,13.84,1090,1090
504269,KHAITAN ELEC,20121105,59.8,60.5,59,60.5,58,58
531892,KHANDWALA SE,20121105,15.4,16,15.4,16,50,25
521127,KHATOR FIBRE,20121105,3.16,3.16,2.88,2.88,800,800
507435,KHOD.INDIA  ,20121105,46.3,47.9,46.05,47.2,602,476
531692,KHYATI MULTI,20121105,0.78,0.78,0.78,0.78,50,50
513693,KIC METALIKS,20121105,116.45,116.45,111,111,39,39
524699,KILBURN CHEM,20121105,25.5,25.7,24,24,800,685
522101,KILBURN ENGG,20121105,23.75,23.75,22.65,22.85,2753,1793
523218,KILBURN OFFI,20121105,4.73,5.14,4.73,4.77,1121,731
524500,KILITCH DRUG,20121105,36.8,38.45,36.8,37.85,6772,4024
532067,KILPEST (I) ,20121105,10.75,11,10.75,10.76,1194,894
500240,KINETIC ENG.,20121105,67,70,66.1,68.5,705,695
505190,KINETIC MOTO,20121105,10.85,10.85,10.01,10.39,20739,15334
531413,KIRAN PRINT ,20121105,10.84,10.84,10.84,10.84,11,11
530443,KIRAN SYNTEX,20121105,5.58,5.58,5.58,5.58,400,400
961664,KIRFERROWAR ,20121105,2.5,2.6,2.33,2.42,2405,2403
532967,KIRI DYES   ,20121105,23.05,24.65,22.25,23.95,75569,67453
500243,KIRL INDUS  ,20121105,340,356,335.1,337.8,3011,2032
533297,KIRL INVEST ,20121105,1060,1071.05,1015,1053.75,224,201
500241,KIRL.BROS.  ,20121105,158.25,158.25,154,157.65,344102,342926
500245,KIRL.FERROUS,20121105,27.9,28.45,27.5,27.6,206354,119685
533293,KIRLOIL ENG ,20121105,199,206,196,196.45,3657,2340
505283,KIRLOSAR PN ,20121105,485,487.9,480,480,368,362
533193,KIRLOSKAR EL,20121105,27.55,28,26.75,27,13429,8462
530145,KISAN MOULD.,20121105,26.9,27.4,26.9,27.1,1382,1316
521248,KITEX GARMEN,20121105,64.45,65,63.1,64.15,1912,912
530235,KJMC FIN.   ,20121105,18.35,18.35,18.35,18.35,1,1
532304,KJMCCORP    ,20121105,20.55,20.55,20.55,20.55,1,1
530771,KLG CAPITAL ,20121105,30,30,29.65,29.8,4,1
531269,KLG SYSTEL  ,20121105,18.1,18.2,17.65,17.75,1604,1604
514221,KLIFESTYLE  ,20121105,0.39,0.39,0.34,0.34,92295,80569
517170,KLKELEC     ,20121105,11.68,11.68,11.68,11.68,100,100
507598,KLRF LTD    ,20121105,28,28,27.1,27.1,201,201
532673,KM SUGARMILL,20121105,2.3,2.3,2.3,2.3,33135,26035
524520,KMC SHIL    ,20121105,2.54,2.65,2.42,2.45,5900,5900
946387,KMPLSRN0905 ,20121105,1092965,1092965,1092965,1092965,6,6
532942,KNR CONST   ,20121105,114.05,114.05,111.5,111.55,100,100
517471,KOA TOOL IN ,20121105,0.26,0.26,0.22,0.24,14061,13058
531602,KOFF BR PICT,20121105,0.41,0.42,0.39,0.39,453698,453698
531366,KOHINOOR BRO,20121105,0.5,0.52,0.5,0.51,36534,36534
519485,KOHINOORTEC ,20121105,1.74,1.74,1.74,1.74,100,100
512559,KOHINORFOODS,20121105,30.35,30.75,29.7,29.85,10728,7735
523207,KOKUYOCMLN  ,20121105,38.4,39.35,37,37.65,37432,28300
532924,KOLTEPATIL  ,20121105,68.95,71.25,68.7,69.25,90070,34514
524280,KOPRAN LTD. ,20121105,20.7,21.75,20.35,21.35,35856,25328
511760,KOSIAN INDUS,20121105,3.17,3.17,3.17,3.17,5,0
500247,KOTAK MAH.BK,20121105,612.65,625.45,612.6,624.55,38070,13214
590112,KOTAK NIFTY ,20121105,580,581,579.75,581,12,0
532985,KOTAK SENSEX,20121105,192,194.9,191,193,226,152
590097,KOTAKGOLDETF,20121105,2929,2935,2913,2919.13,4038,1957
507474,KOTHARI FERM,20121105,9.87,9.87,9.87,9.87,501,501
530299,KOTHARI PROD,20121105,391.9,396,382.2,391.8,283,190
511138,KOTHARIFIN  ,20121105,115.5,116.25,110.15,114.6,40435,40435
532901,KOUTONS RET ,20121105,7.19,7.3,7.08,7.16,26040,26040
532400,KPIT INFOSYS,20121105,124.6,124.6,121.2,122.25,16477,8888
530813,KRBL LTD.   ,20121105,26,26.35,25.55,26.2,25752,18851
524518,KREBS BIOCHM,20121105,20,20.05,20,20,505,505
526423,KRITI INDUS.,20121105,6.3,6.64,6.3,6.64,1600,1600
533210,KRITI NUTRI ,20121105,4.5,4.5,4.5,4.5,1300,1300
523550,KRYPTON IND ,20121105,17.04,17.04,14.18,14.67,11513,10529
500249,KSB PUMPS   ,20121105,226.6,227.95,224,224.25,1398,705
